season,episode,line,character,dialogue
11,27,77,JOHANNA,"Wow, the mainstream media sure are changing. "
11,27,78,GLAMEOW,[AGREEMENT] 
11,27,79,MARIAN,It's time for the second battle of the Wallace Cup semifinals! 
11,27,80,MARIAN,"On this side, it's Zoey! "
11,27,81,MARIAN,"And on this side, it's May! "
11,27,82,MARIAN,We've got five minutes on the clock. 
11,27,83,MARIAN,We're off! 
11,27,84,MAY,"All right, Beautifly! Take the stage! "
11,27,85,BEAUTIFLY,[APPEARING] 
11,27,86,ZOEY,"Now, Glameow! Curtain,go! "
11,27,87,GLAMEOW,[APPEARING] 
11,27,88,MAY,"Beautifly, Silver Wind! "
11,27,89,BEAUTIFLY,[SILVER WIND MOVE] 
11,27,90,GLAMEOW,[STRUGGLING] 
11,27,91,MARIAN,And May's off to a rousing start! 
11,27,92,MARIAN,"That Silver Wind, combined with Beautifly's sparkling dust, is showering us with a rainbow of colors! "
11,27,93,ZOEY,Now that was a beautiful move! 
11,27,94,DAWN,Awesome! Wow! 
11,27,95,PIPLUP,[EXCITED] 
11,27,96,ASH,And stronger than it was in the past! 
11,27,97,PIKACHU,[AMAZED] 
11,27,98,BROCK,It's a combination of ingredients like that that really shows off your Pokémon! 
11,27,99,ZOEY,"Now, jump, Glameow! "
11,27,100,GLAMEOW,[EFFORT] 
11,27,101,BEAUTIFLY,[SURPRISED] 
11,27,102,MARIAN,And Glameow's powerful tail launches it high into the sky! 
11,27,103,MAY,"Beautifly, use Psychic! "
11,27,104,BEAUTIFLY,[PSYCHIC MOVE] 
11,27,105,ZOEY,Dodge and use Shadow Claw! 
11,27,106,GLAMEOW,[SHADOW CLAW MOVE] 
11,27,107,MAY,"Beautifly, dodge it! "
11,27,108,BEAUTIFLY,[EFFORT] 
11,27,109,MARIAN,And Beautifly dodges with grace! 
11,27,110,ZOEY,"Now, Glameow! "
11,27,111,GLAMEOW,[SHADOW CLAW MOVE] 
11,27,112,BEAUTIFLY,[WORRIED] 
11,27,113,MARIAN,That was impressive! 
11,27,114,BEAUTIFLY,[CONCERNED] 
11,27,115,MARIAN,Beautifly has been completely surrounded by the curtain of water created by Glameow's powerful Shadow Claw! 
11,27,116,BROCK,So now they're showing themselves off using water! 
11,27,117,PIPLUP,[AGREEMENT] 
11,27,118,DAWN,A Contest Battle is about a whole lot more than just causing damage! 
11,27,119,PIKACHU,[CONCERNED] 
11,27,120,ASH,"Check it out! Glameow doesn't get around too well in water, either. "
11,27,121,ZOEY,Shock Wave! 
11,27,122,GLAMEOW,[SHOCK WAVE MOVE] 
11,27,123,BEAUTIFLY,[PAINED] 
11,27,124,MARIAN,And that Shock Wave cuts right through the curtain of water for a direct hit! 
11,27,125,MARIAN,And a super effect! 
11,27,126,ASH,Zoey blocked out May with water so Glameow could hit it with an electric att*ck! 
11,27,127,BROCK,Could that have been Zoey's plan all along? 
11,27,128,DAWN,That girl's amazing! She just owns the entire water b*ttlefield! 
11,27,129,BEAUTIFLY,[STRUGGLING] 
11,27,130,MAY,Beautifly! Are you all right? 
11,27,131,BEAUTIFLY,[DETERMINED] 
11,27,132,MAY,"Zoey's one tough Coordinator, all right! "
11,27,133,GLAMEOW,[CONFIDENT] 
11,27,134,ZOEY,"Nice, Glameow! "
11,27,135,GLAMEOW,[PLEASED] 
11,27,136,MARIAN,"Now, folks, just take a good look at Glameow! "
11,27,137,MARIAN,"Wrapped up in the remnants of that Shock Wave, Glameow looks so beautiful, it's almost frightening! "
11,27,138,WALLACE,Isn't it glorious? 
11,27,139,"DAWN, BROCK, PIPLUP, PIKACHU",[AMAZED] 
11,27,140,ASH,Marian's right! 
11,27,141,PIKACHU,[AMAZED] 
11,27,142,BROCK,You know that's gotta be putting May under intense pressure! 
11,27,143,MEOWTH,The redheaded Twerp rocks! 
11,27,144,JAMES,Certainly one for the contest record books. 
11,27,145,JESSIE,Please. One for the cheese books! 
11,27,146,WOBBUFFET,[AFFIRMATIVE] 
11,27,147,ZOEY,Let's turn it up! IronTail! 
11,27,148,GLAMEOW,[IRON TAIL MOVE] 
11,27,149,MAY,"Below you, Silver Wind! "
11,27,150,BEAUTIFLY,[SILVER WIND MOVE] 
11,27,151,"ZOEY, GLAMEOW",[SHOCKED] 
11,27,152,BEAUTIFLY,[GREETING] 
11,27,153,MAY,Now use Psychic! 
11,27,154,BEAUTIFLY,[PSYCHIC MOVE] 
11,27,155,GLAMEOW,[PAINED] 
11,27,156,MARIAN,May's not about to give up! Now she's using the water to counterattack and steal some of Zoey's thunder! 
11,27,157,MAY,"Morning Sun, go! "
11,27,158,BEAUTIFLY,[MORNING SUN MOVE] 
11,27,159,MAY,"Wow, that was just beautiful! "
11,27,160,MARIAN,And a fantastic Morning Sun! Gorgeous and healing all at the same time! 
11,27,161,DAWN,That was a great move! May and Beautifly are totally in sync! 
11,27,162,PIPLUP,[EXCITED] 
11,27,163,BROCK,"Remember, the two of them have been through more Contest battles than I can even count, and that's saying a lot! "
11,27,164,ASH,"You're right, but either May or Zoey could pull this one out! "
11,27,165,PIKACHU,[EXCITED] 
11,27,166,MAY,"Beautifly, now! Use Aerial Ace! "
11,27,167,BEAUTIFLY,[AERIAL ACE MOVE] 
11,27,168,MARIAN,What a change! Beautifly makes the transition from a beautiful Morning Sun. 
11,27,169,MARIAN,to a speedy Aerial Ace! 
11,27,170,ASH,They learned how to use Aerial Ace! 
11,27,171,ZOEY,"Quick, Shadow Claw! "
11,27,172,GLAMEOW,[SHADOW CLAW MOVE] BEAUTIFLY/
11,27,173,GLAMEOW,[BATTLING] 
11,27,174,MARIAN,That's it! Time'sup! 
11,27,175,"ASH, BROCK, DAWN, PIKACHU, PIPLUP",[SHOCKED] 
11,27,176,MARIAN,"After some fierce battling, the Coordinator moving on to the finals is... "
11,27,177,MARIAN,Wow! It's May! 
11,27,178,MAY,Yes! Great! 
11,27,179,BEAUTIFLY,[HAPPY] 
11,27,180,MAY,"Thanks, Beautifly, awesome job! "
11,27,181,ZOEY,"Don't feel bad, Glameow. Cheer up! Hey, you were wonderful! "
11,27,182,GLAMEOW,[GRATEFUL] 
11,27,183,CONTESTA,It was one new and beautiful appeal after the other without any letup! 
11,27,184,SUKIZO,"Also, it was remarkable! "
11,27,185,JOY,I'm deeply grateful to both our Coordinators for doing such a wonderful job of showing off their amazing Pokémon! 
11,27,186,WALLACE,Thanks to the two of you for that thrilling performance! And now it's on to the exciting finals! 
11,27,187,MAY,Dawn and me in the finals! 
11,27,188,DAWN,May and me. in the finals! 
11,27,189,DAWN,"Wow, I'm in the finals. up against May! "
11,27,190,PIPLUP,[STRUGGLING] 
11,27,191,DAWN,"Sorry, Piplup! "
11,27,192,PIPLUP,[RELIEVED] 
11,27,193,ASH,"Hey, Dawn. what's up? "
11,27,194,PIKACHU,[CONCERNED] 
11,27,195,BROCK,"It has been a long time since Dawn's won a contest, and suddenly she's up against the girl who defeated Zoey! "
11,27,196,ASH,"Oh, yeah, I can understand that! "
11,27,197,DAWN,"True, but here we are. And right about now, we've gotta believe in ourselves! Right? "
11,27,198,PIPLUP,[CONFIDENT] 
11,27,199,ZOEY,That's the spirit! 
11,27,200,"DAWN, PIPLUP",[CURIOUS] 
11,27,201,DAWN,"Zoey, you were wonderful! "
11,27,202,BROCK,So where's May? 
11,27,203,ZOEY,She's doing an interview over there. 
11,27,204,ASH,That was a great battle by you two! 
11,27,205,PIKACHU,[AGREEMENT] 
11,27,206,ZOEY,"Thanks, Ash. Although I have to say I learned a lot from May's performance. "
11,27,207,ZOEY,"She shows no fear when it comes to showing off her Pokémon. So, Dawn, be careful! "
11,27,208,DAWN,"I don't want to lose. After all, we've come this far! "
11,27,209,JESSIE,What a coup! We're lucky enough to have the lucky May here for a word or two! 
11,27,210,JESSIE,So! Thoughts on your close battle? 
11,27,211,MAY,"Well, Beautifly fought awfully hard. "
11,27,212,JESSIE,"Thanks, but it's time to remind our TV viewerst that the finals are soon to come! "
11,27,213,JESSIE,And someone has to go home with the Aqua Ribbon! 
11,27,214,JESSIE,"Oh, be still, my pitter-patting heart! "
11,27,215,JESSIE,The excitement's written all over my gorgeous face! 
11,27,216,MEOWTH,How far can we pull back? 
11,27,217,WOBBUFFET,[SHEEPISH] 
11,27,218,MARIAN,So! We've been here at Lake Valor for the past three days of never-ending thrills and chills! But now it's time for what you've all been waiting for: the Wallace Cup's final stage! 
11,27,219,DAWN,"After watching that battle between you and Zoey, I'm feeling a teensy bit queasy! "
11,27,220,DAWN,But Piplup and I are so ready to go! 
11,27,221,MAY,"I'm ready, too. Let's give the audience the best Contest Battle they've ever seen! "
11,27,222,MAY,"And whoever wins, no hard feelings! "
11,27,223,DAWN,Right! 
11,27,224,MARIAN,And the two finalists have made their grand entrance! 
11,27,225,MARIAN,On this side is Dawn! 
11,27,226,JOHANNA,She looks so ready for this! Look out! 
11,27,227,MARIAN,And on this side is May! 
11,27,228,MARIAN,May is from Petalburg City in the Hoenn region! 
11,27,229,MARIAN,She's currently competing in Pokémon Contests within the Johto region! 
11,27,230,WALLACE,This will be a treat for all you contest fans out there! 
11,27,231,WALLACE,"So let's cheer these two talented Coordinators onto the final round, not forgetting their stunning Pokémon as well! "
11,27,232,WALLACE,I welcome you to my stage! 
11,27,233,"MAY, DAWN",Thanks! 
11,27,234,MARIAN,The time limit for the Wallace Cup final stage is five minutes! 
11,27,235,MARIAN,Let's go! 
11,27,236,DAWN,"Okay, Piplup! Spotlight! "
11,27,237,PIPLUP,[APPEARING] 
11,27,238,MAY,"All right, Glaceon! Take the stage! "
11,27,239,GLACEON,[APPEARING] 
11,27,240,DAWN,"Wow, Glaceon! "
11,27,241,PIPLUP,[WORRIED] 
11,27,242,ASH,This battle must be Glaceon's first! 
11,27,243,PIKACHU,[EXCITED] 
11,27,244,BROCK,"You know, Glaceon's a lot stronger now than before it evolved from Eevee! "
11,27,245,BROCK,Wonder how May's going to show it off? 
11,27,246,DAWN,"Piplup, Bubble Beam! "
11,27,247,PIPLUP,[BUBBLEBEAM MOVE] 
11,27,248,MAY,Dodge it and use Secret Power! 
11,27,249,GLACEON,[SECRET POWER MOVE] 
11,27,250,PIPLUP,[PAINED] 
11,27,251,DAWN,Piplup no! 
11,27,252,MARIAN,It looks like that Secret Power has Piplup paralyzed! 
11,27,253,PIPLUP,[STRUGGLING] 
11,27,254,DAWN,"Just relax, Piplup, and you'll be all right! "
11,27,255,ZOEY,Using Secret Power like that to show off Glaceon was great strategy. A smart move! 
11,27,256,ASH,Doesn't the effect of Secret Power change depending on where you happen to be? 
11,27,257,BROCK,"Right, but when you're on stage, it causes paralysis! "
11,27,258,MAY,"Ice Shard, go! "
11,27,259,GLACEON,[ICE SHARD MOVE] 
11,27,260,PIPLUP,[WORRIED] 
11,27,261,MARIAN,"Ice Shard, beautiful! And powerful as well! "
11,27,262,DAWN,"Quick, in the pool! "
11,27,263,PIPLUP,[EFFORT] 
11,27,264,GLACEON,[CONFIDENT] 
11,27,265,"BROCK, ASH, ZOEY, BUIZEL, PIKACHU, PACHIRISU",[SHOCKED] 
11,27,266,PIPLUP,[STUNNED] 
11,27,267,PIPLUP,[DETERMINED] 
11,27,268,MARIAN,And Piplup recovers! 
11,27,269,MAY,Now that's how you use a water b*ttlefield! 
11,27,270,DAWN,"Okay, Piplup, Whirlpool! "
11,27,271,PIPLUP,[WHIRLPOOL MOVE] 
11,27,272,MARIAN,And it's another powerful Whirlpool! Piplup's water control is incredible! What a great way to show off! 
11,27,273,MAY,Nice going! 
11,27,274,MAY,But I think it's time to grab some of that power! Mirror Coat! 
11,27,275,GLACEON,[MIRROR COAT MOVE] 
11,27,276,MARIAN,Mirror Coat's reflecting back that Whirlpool! 
11,27,277,MARIAN,Returning the damage Glaceon took! 
11,27,278,MARIAN,Times two! 
11,27,279,PIPLUP,[PAINED] 
11,27,280,DAWN,You okay? 
11,27,281,PIPLUP,[CONFIDENT] 
11,27,282,DAWN,"Bubble Beam, now! "
11,27,283,PIPLUP,[BUBBLEBEAM MOVE] 
11,27,284,GLACEON,[STRUGGLING] 
11,27,285,MARIAN,And Piplup att*cks with a speedy Bubble Beam! 
11,27,286,MAY,Shadow Ball! 
11,27,287,GLACEON,[SHADOW BALL MOVE] 
11,27,288,DAWN,"Piplup, spin and dodge! "
11,27,289,PIPLUP,[EFFORT] 
11,27,290,MAY,"Wow, what a beautiful dodge! But now. "
11,27,291,MAY,I'll take that water! 
11,27,292,MAY,"Glaceon, Secret Power! "
11,27,293,GLACEON,[SECRET POWER MOVE] 
11,27,294,DAWN,Secret Power again? 
11,27,295,PIPLUP,[QUESTIONING] 
11,27,296,ASH,So what will it do this time? 
11,27,297,PIKACHU,[CONCERNED] 
11,27,298,DAWN,"Dodge it, quick! "
11,27,299,PIPLUP,[WORRIED] 
11,27,300,MARIAN,"Glaceon's so fast, even Piplup can't dodge in time! "
11,27,301,DAWN,"Quick, snap out of it! "
11,27,302,PIPLUP,[DETERMINED] 
11,27,303,"MAY, GLACEON",[SURPRISED] 
11,27,304,MARIAN,"And Secret Power misses its mark, as a defiant Piplup takes almost zero damage! "
11,27,305,BROCK,And that's because the effects of Secret Power are somewhat random! 
11,27,306,ZOEY,"In a puddle of water, its added effect may be sleep, but otherwise it's like using Tackle! "
11,27,307,MAY,"All right, try this! Glaceon, Shadow Ball! "
11,27,308,GLACEON,[SHADOW BALL MOVE] 
11,27,309,MARIAN,And Glaceon puts everything into that Shadow Ball! What a dynamic display of power! 
11,27,310,DAWN,"Bubble Beam, go! "
11,27,311,PIPLUP,[BUBBLEBEAM MOVE] 
11,27,312,GLACEON,[STRUGGLING] 
11,27,313,MARIAN,And that Shadow Ball's neutralized! 
11,27,314,MARIAN,"Plus, the Bubble Beam's got Glaceon trapped! "
11,27,315,DAWN,"Piplup, use Peck! "
11,27,316,PIPLUP,[PECK MOVE] 
11,27,317,MAY,"Dodge it, then use Ice Shard! "
11,27,318,PIPLUP,[SURPRISED] 
11,27,319,GLACEON,[ICE SHARD MOVE] 
11,27,320,DAWN,Whirlpool! 
11,27,321,PIPLUP,[WHIRLPOOL MOVE] 
11,27,322,MARIAN,"Wow, Piplup's using Whirlpool as a perfect defense against that Ice Shard! "
11,27,323,MARIAN,We've got equal points by both Coordinators. 
11,27,324,MARIAN,and with just one minute left on the clock! 
11,27,325,DAWN,"Ride the Whirlpool, now! "
11,27,326,PIPLUP,[EFFORT] 
11,27,327,MARIAN,And the sight of Piplup fearlessly riding that Whirlpool has left the audience simply breathless! 
11,27,328,ASH,"That's it, show them, May and Dawn! "
11,27,329,PIKACHU,[EXCITED] 
11,27,330,MAY,Shadow Ball! 
11,27,331,GLACEON,[SHADOW BALL MOVE] 
11,27,332,DAWN,Dodge it! 
11,27,333,PIPLUP,[EFFORT] 
11,27,334,DAWN,Bubble Beam! 
11,27,335,PIPLUP,[BUBBLEBEAM MOVE] 
11,27,336,MARIAN,"After hiding out in that Whirlpool, Piplup emerges with a power-packed Bubble Beam! "
11,27,337,MAY,"Now, Glaceon. Shadow Ball! "
11,27,338,GLACEON,[SHADOW BALL MOVE] 
11,27,339,DAWN,"Piplup, use Peck! "
11,27,340,PIPLUP,[PECK MOVE] 
11,27,341,MAY,"Glaceon, Ice Shard! "
11,27,342,GLACEON,[ICE SHARD MOVE] 
11,27,343,PIPLUP,[PAINED] 
11,27,344,MARIAN,And May answers back with a terrific Ice Shard! 
11,27,345,DAWN,"Great, May, nice work! "
11,27,346,MAY,"Back at you, Dawn! "
11,27,347,DAWN,Tiny little att*cks aren't going to work against May. so in that case. 
11,27,348,MAY,There isn't much time left. I know Dawn's coming in with a big att*ck! 
11,27,349,DAWN,"Let's decide it now! Piplup! Whirlpool, go! "
11,27,350,PIPLUP,[WHIRLPOOL MOVE] 
11,27,351,MAY,Aha! Use Mirror Coat! 
11,27,352,GLACEON,[MIRROR COAT MOVE] 
11,27,353,PIPLUP,[SHOCKED] 
11,27,354,"PIPLUP, GLACEON",[PAINED] 
11,27,355,MARIAN,That's it! Time's up! 
11,27,356,"PIPLUP, GLACEON",[SHOCKED] 
11,27,357,"BROCK, ASH, ZOEY, BUIZEL, PIKACHU, PACHIRISU",[ANXIOUS] 
11,27,358,MARIAN,That was a perfect final stage! 
11,27,359,MARIAN,A tough-as-nails battle! 
11,27,360,MARIAN,Heated and beautiful as well! 
11,27,361,MARIAN,You all know winner takes all. 
11,27,362,MARIAN,"So, without further ado, the winning Coordinator of the Wallace Cup is. Dawn, with her Piplup! "
11,27,363,"DAWN, PIPLUP",[AWESTRUCK] 
11,27,364,"MAY, GLACEON",[SURPRISED] / [DISAPPOINTED] 
11,27,365,ASH,"Wow, Dawn did it! She actually b*at May! "
11,27,366,PIKACHU,[EXCITED] 
11,27,367,BROCK,That was a great battle by both of them! 
11,27,368,ZOEY,And they really made their Pokémon shine! 
11,27,369,MAY,"Now, Glaceon, don't feel bad! You were completely wonderful! "
11,27,370,GLACEON,[GRATEFUL] 
11,27,371,MAY,"Hey, Dawn, congratulations. "
11,27,372,DAWN,We. we won. we. won! 
11,27,373,PIPLUP,[THRILLED] 
11,27,374,DAWN,"Thank you, Piplup! We won because of you! "
11,27,375,CONTESTA,That was a battle that truly brought out the inner beauty of both Coordinators' Pokémon! 
11,27,376,SUKIZO,Yes. It was remarkable! 
11,27,377,JOY,"Both Piplup and Glaceon were in perfect unison with their Coordinators! I wouldn't have been surprised, no matter which team won! "
11,27,378,JOHANNA,"Dawn, congratulations! "
11,27,379,GLAMEOW,[DELIGHTED] 
11,27,380,MARIAN,"And now! It's time for Wallace to say a few words to our big winner, Dawn! "
11,27,381,WALLACE,That was wonderful! You displayed true elegance out there! A lovely end to a lovely contest. Thank you. 
11,27,382,WALLACE,"Dawn, you are truly a Coordinator of the highest order! "
11,27,383,WALLACE,"I'm privileged to present you, for your Wallace Cup win, the Aqua Ribbon! "
11,27,384,WALLACE,Please! Take it and enjoy it! 
11,27,385,DAWN,"Oh, Wallace, thank you! "
11,27,386,PIPLUP,[CHEERING] 
11,27,387,BROCK,"Wow, all right! Way to go, Dawn! "
11,27,388,ASH,Look at her! She's back on her feet! 
11,27,389,DAWN,"All right, now there's really no need to worry! Because the Aqua Ribbon's all mine! "
11,27,390,"PIPLUP, BUNEARY, PACHIRISU, AMBIPOM",[CHEERING] 
11,27,391,WALLACE,I am truly happy to have met such a wonderful group of Pokémon and made so many new friends! 
11,27,392,WALLACE,"My wish now is that someday in the very near future, we will meet here again for another exciting event. "
11,27,393,WALLACE,The next Wallace Cup! 
11,27,394,MILOTIC,[SINGING] 
11,27,395,JESSIE,Look out! 
11,27,396,MEOWTH,"Man, that girl's burning up! "
11,27,397,JAMES,Ambition or. illness? 
11,27,398,JESSIE,Next time it's me on the center stage! 
11,27,399,JESSIE,I'll get new Pokémon and win another ribbon to keep mine company! 
11,27,400,WOBBUFFET,[AFFIRMATIVE] 
11,27,401,DAWN,"You know, I'd forgotten what it feels like. That wonderful feeling of actually being in a contest final and becoming truly one with my Pokémon. "
11,27,402,MAY,"Well, you'd better hold on to it, Dawn! Because next time we meet, I'm winning for sure! "
11,27,403,ZOEY,"Now, come on, May, you know that's my line! "
11,27,404,MAY,"Zoey, good luck with all your upcoming contests! "
11,27,405,ZOEY,"Thanks! You, too, May. "
11,27,406,MAY,Thank you! 
11,27,407,BROCK,"Don't forget. You can dine all over the world, but you won't get my cooking! "
11,27,408,MAY,"Oh, now, Brock! It was awesome having your cooking again after so long! "
11,27,409,ASH,"Hey, May? Good luck with the rest of your Johto contests! "
11,27,410,PIKACHU,[AGREEMENT] 
11,27,411,MAY,"Thanks! And Ash, lots of luck to you getting into the Sinnoh League! "
11,27,412,ASH,Thanks! 
11,27,413,PIKACHU,[HAPPY] 
11,27,414,MAY,"Bye, everybody! "
11,27,415,NARRATOR,"And so the curtain falls on a unique contest event, the Wallace Cup, with Dawn as its big winner! "
11,27,416,NARRATOR,"With an amazing comeback under her belt, Dawn's journey to become a Top Coordinator, along with Ash's journey to join the Sinnoh League, continues... [THEME MUSIC PLAYING"
11,26,0,NARRATOR,"As Dawn continued to feel insecure about her contest skills, even while her friends showered her with encouragement, she still managed to emerge victoriously from the first stage of the prestigious Wallace Cup! "
11,26,1,NARRATOR,"But May, Zoey, and even Ash will take on additional roles during the second stage of the competition, challenging Dawn as skilled, determined contest rivals! On a road, far from home, you don't have to feel alone. Brave and strong, together we will be. It's our destiny! We will be heroes, We can change the world if we try! I go where you go, Forever friends, you and I! We will be heroes! Battle Dimension Pokémon! [ASH READS ON-SCREEN TEXT] "
11,26,2,MAY,"Wow, Dawn, having a Top Coordinator for a mom must have gotten you on the contest path early! "
11,26,3,DAWN,Yeah! I even begged her to teach me her awesome recipe for Poffins! 
11,26,4,MAY,So you've wanted to be a Coordinator since you were little? 
11,26,5,ZOEY,"Hey, May, what about you? "
11,26,6,MAY,"Well, let's just say in the beginning I had a little trouble dealing with Pokémon at all. But after I started learning about contests and found out how much fun they were, I was hooked! "
11,26,7,DAWN,"Wow! So, May, please tell me: What are Johto contests like, anyway? "
11,26,8,"PIPLUP, BUNEARY",[WORRIED] 
11,26,9,"ASH, PIKACHU",[PAINED] 
11,26,10,BROCK,"Ash, you do have a bed, you know "
11,26,11,ASH,I know! I was dreaming I was in the middle of a really tough battle! 
11,26,12,PIKACHU,[SHEEPISH] 
11,26,13,DAWN,"Ash, where are you going? "
11,26,14,ASH,"Well, since I'm not sleeping so well, I thought I'd go for a walk! "
11,26,15,PIKACHU,[AFFIRMATIVE] 
11,26,16,ASH,"Nice! That night breeze sure feels great! Don't you think, Pikachu? "
11,26,17,PIKACHU,[AGREEMENT] 
11,26,18,ASH,"You know, I'm really glad I decided to compete! "
11,26,19,PIKACHU,[CURIOUS] 
11,26,20,ASH,"Buizel's looking so energized and amazing, moving around in the water like that. It's like we're getting started on something brand-new! "
11,26,21,PIKACHU,[HAPPY] 
11,26,22,ASH,What's that? 
11,26,23,PIKACHU,[CURIOUS] 
11,26,24,ASH,What the 
11,26,25,ASH,Brock! 
11,26,26,ASH,"In Lake Valor! It was shining! It was spinning! And then, all of a sudden, whoosh! "
11,26,27,PIKACHU,[INSISTENT] 
11,26,28,BROCK,Slow down! I don't have a clue what you just said! 
11,26,29,DAWN,What's wrong? 
11,26,30,PIPLUP,[CONCERNED] 
11,26,31,ASH,"The thing! In Lake Valor! It was glowing, and then, whoosh! It disappeared! I've got no idea what it was! "
11,26,32,PIPLUP,[BUBBLE BEAM MOVE] 
11,26,33,DAWN,"Okay, now it's your turn to wake up! "
11,26,34,ASH,"Okay, I'm fine! No more! "
11,26,35,BROCK,"Let's see. You say you saw some kind of strange light in Lake Valor, is that right? "
11,26,36,ASH,"Yeah, but it's like the light was alive or something like that! What did you think, Pikachu? "
11,26,37,PIKACHU,[AGREEMENT] 
11,26,38,PIPLUP,[AMAZED] 
11,26,39,DAWN,"Whoa, the same thing happened to me! "
11,26,40,DAWN,"Yeah, I thought I told you about it "
11,26,41,DAWN,It happened on the first day I met Piplup! I was at Lake Verity and saw a strange shadow! 
11,26,42,DAWN,Professor Rowan's always said that there was a Legendary Pokémon living in Lake Verity. Wow Sounds to me like you and I had the same kind of experience! 
11,26,43,ASH,"Pikachu, do you think maybe we saw a Legendary Pokémon? "
11,26,44,PIKACHU,[AMAZED] 
11,26,45,MAY,"Hey, that reminds me. We heard a story like that when we were in Snowpoint City! "
11,26,46,MAY,"Right around that area, there's a lake there that's called Lake Acuity "
11,26,47,MAY,And there are all these rumors saying a mysterious Pokémon lives there! 
11,26,48,BROCK,"Another lake, huh? "
11,26,49,ZOEY,"Well, I know what May's telling us is the truth! You see, I'm from Snowpoint City, and I used to hear those stories when I was young! "
11,26,50,DAWN,"Wow! Zoey, that's amazing! "
11,26,51,ZOEY,The legend of the mysterious Lake Acuity Pokémon is well known around there! It speaks of a shadowy figure emerging on the surface of the water from time to time while it patrols the lake. 
11,26,52,ZOEY,It's the same type of legend in both Lake Valor and Lake Verity. 
11,26,53,BROCK,"If they're Legendary Pokémon, all of these sightings and stories just might have something to do with the Sinnoh Space-Time Legend. "
11,26,54,DAWN,I'm going to get in touch with Professor Rowan in the morning and ask him first thing! 
11,26,55,MARIAN,"Ladies and gentlemen, we're back at the Wallace Cup for the beginning of our second-stage Contest Battles! "
11,26,56,MARIAN,"So, Wallace, would you mind saying a few words to our remaining Coordinators? "
11,26,57,WALLACE,"I bid all of you lovely Coordinators hello! It's time to bring your excitement and your passion to the world, and I thank you all! "
11,26,58,MARIAN,"In a Pokémon Contest Battle, Coordinators have five minutes to show off their Pokémon's moves "
11,26,59,MARIAN,while simultaneously taking.. 
11,26,60,MAY,"Hey, Dawn? "
11,26,61,"DAWN, PIPLUP",[CURIOUS] 
11,26,62,MAY,You seem so nice and relaxed now! 
11,26,63,DAWN,"Yeah, I'm feeling pretty good about the second stage. Course, really believing in my Pokémon helps a lot! "
11,26,64,PIPLUP,[EXCITED] 
11,26,65,MARIAN,"And now, our second-stage matchups will be determined by a random shuffle of the contest computer! "
11,26,66,MARIAN,And here they are! Presenting the second-round matchup cards! 
11,26,67,DAWN,Looks like I'm first. 
11,26,68,PIPLUP,[AFFIRMATIVE] 
11,26,69,BROCK,"First up, huh? Good luck! "
11,26,70,ASH,"Get a win, and start us off right! "
11,26,71,PIKACHU,[ENCOURAGING] 
11,26,72,MAY,You know I'll be cheering you on out there! 
11,26,73,DAWN,"Yeah, thanks! "
11,26,74,DAWN,"See you later, Piplup! "
11,26,75,PIPLUP,[ENCOURAGING] 
11,26,76,DAWN,Got it! 
11,26,77,ZOEY,"Nothing like getting through the first stage to give Dawn some much-needed confidence, you know? "
11,26,78,BROCK,"Now, if she can hold on to that confidence! That's what she needs to get good at. "
11,26,79,MARIAN,Time for our first battle! We've got five minutes on the clock! Let's go! 
11,26,80,DAWN,"Buneary, now! Spotlight! "
11,26,81,BUNEARY,[APPEARING] 
11,26,82,WAILMER BOY,Wailmer! Out here for the action! 
11,26,83,WAILMER,[APPEARING] 
11,26,84,WAILMER BOY,"Brine, let's go! "
11,26,85,WAILMER,[BRINE MOVE] 
11,26,86,BUNEARY,[WORRIED] 
11,26,87,MARIAN,Wailmer gets off to a fine start with a powerful Brine! 
11,26,88,DAWN,"Quick, Buneary! Somersaults! "
11,26,89,BUNEARY,[EXCITED] 
11,26,90,WAILMER BOY,Hey! That's no fair! 
11,26,91,MARIAN,Buneary's cleverly used the energy from that Brine to do some backward somersaults! 
11,26,92,MARIAN,I can't take my eyes off of such cute and dynamic moves! 
11,26,93,WALLACE,"Why, that's just fabulous! "
11,26,94,DAWN,"Now Buneary, use Bounce! "
11,26,95,BUNEARY,[BOUNCE MOVE] 
11,26,96,MARIAN,And Buneary shows some fancy footwork right on top of Wailmer! 
11,26,97,BUNEARY,[TRIUMPHANT] 
11,26,98,WAILMER BOY,"Quick! Use Surf, now! "
11,26,99,WAILMER ,[SURF MOVE] 
11,26,100,MARIAN,Now that's no small Surf! 
11,26,101,BUNEARY,[WORRIED] 
11,26,102,DAWN,"Okay, Buneary, now spin! "
11,26,103,BUNEARY,[EFFORT] 
11,26,104,MARIAN,Incredible! Buneary's managed to get on top of and ride that Surf! 
11,26,105,ASH,"All right, way to go, Dawn! "
11,26,106,PIKACHU,[EXCITED] 
11,26,107,PIPLUP,[CHEERING] 
11,26,108,MAY,"Wow, Dawn's really looking alive out there! "
11,26,109,BROCK,"Yeah, she's finally got her old rhythm and timing back! "
11,26,110,DAWN,"Dizzy Punch, let's go! "
11,26,111,BUNEARY,[DIZZY PUNCH MOVE] 
11,26,112,DAWN,"Great, Buneary, now keep it up! "
11,26,113,WAILMER BOY,Use Hidden Power! 
11,26,114,WAILMER,[HIDDEN POWER MOVE] 
